date,day_of_week,item,meal,prepared_qty,consumed_qty,waste_qty,waste_reason,stock_level,days_to_expiry,customer_count
2026-05-16,Saturday,Chicken,breakfast,69,61,34.0,overproduction,140,110,171
2026-05-16,Saturday,Chicken,dinner,96,89,34.0,overproduction,140,110,238
2026-05-16,Saturday,Chicken,lunch,177,158,34.0,overproduction,140,110,480
2026-05-16,Saturday,Rice,breakfast,177,163,49.0,damaged,98,112,536
2026-05-16,Saturday,Rice,dinner,284,264,49.0,damaged,98,112,735
2026-05-16,Saturday,Rice,lunch,302,287,49.0,damaged,98,112,727
2026-05-16,Saturday,Spinach,breakfast,31,29,15.0,overproduction,53,112,63
2026-05-16,Saturday,Spinach,dinner,37,33,15.0,overproduction,53,112,106
2026-05-16,Saturday,Spinach,lunch,59,50,15.0,overproduction,53,112,140
2026-05-16,Saturday,Vegetables,breakfast,59,49,39.0,plate_waste,78,111,109
2026-05-16,Saturday,Vegetables,dinner,95,81,39.0,plate_waste,78,111,259
2026-05-16,Saturday,Vegetables,lunch,129,114,39.0,plate_waste,78,111,348
2026-05-17,Sunday,Bread,breakfast,51,46,20.0,plate_waste,63,110,109
2026-05-17,Sunday,Bread,dinner,85,77,20.0,plate_waste,63,110,233
2026-05-17,Sunday,Bread,lunch,111,104,20.0,plate_waste,63,110,260
2026-05-17,Sunday,Chicken,breakfast,100,89,49.0,damaged,140,109,206
2026-05-17,Sunday,Chicken,dinner,161,139,49.0,damaged,140,109,340
2026-05-17,Sunday,Chicken,lunch,188,172,49.0,damaged,140,109,358
2026-05-17,Sunday,Rice,breakfast,257,230,108.0,spoilage,98,111,464
2026-05-17,Sunday,Rice,dinner,375,345,108.0,spoilage,98,111,994
2026-05-17,Sunday,Rice,lunch,507,456,108.0,spoilage,98,111,1010
2026-05-17,Sunday,Spinach,breakfast,32,30,19.0,damaged,53,111,80
2026-05-17,Sunday,Spinach,dinner,47,39,19.0,damaged,53,111,81
2026-05-17,Sunday,Spinach,lunch,83,74,19.0,damaged,53,111,172
2026-05-17,Sunday,Vegetables,breakfast,86,75,34.0,overproduction,78,110,152
2026-05-17,Sunday,Vegetables,dinner,128,121,34.0,overproduction,78,110,321
2026-05-17,Sunday,Vegetables,lunch,166,150,34.0,overproduction,78,110,331
2026-05-18,Monday,Bread,breakfast,54,48,21.0,damaged,63,109,105
2026-05-18,Monday,Bread,dinner,83,75,21.0,damaged,63,109,214
2026-05-18,Monday,Bread,lunch,94,87,21.0,damaged,63,109,267
2026-05-18,Monday,Chicken,breakfast,102,86,58.0,overproduction,140,108,189
2026-05-18,Monday,Chicken,dinner,146,138,58.0,overproduction,140,108,284
2026-05-18,Monday,Chicken,lunch,211,177,58.0,overproduction,140,108,520
2026-05-18,Monday,Rice,breakfast,232,213,80.0,damaged,98,110,647
2026-05-18,Monday,Rice,dinner,381,342,80.0,damaged,98,110,697
2026-05-18,Monday,Rice,lunch,420,398,80.0,damaged,98,110,996
2026-05-18,Monday,Spinach,breakfast,27,23,11.0,overproduction,53,110,77
2026-05-18,Monday,Spinach,dinner,20,17,11.0,overproduction,53,110,40
2026-05-18,Monday,Spinach,lunch,66,62,11.0,overproduction,53,110,205
2026-05-18,Monday,Vegetables,breakfast,98,87,49.0,overproduction,78,109,236
2026-05-18,Monday,Vegetables,dinner,120,110,49.0,overproduction,78,109,344
2026-05-18,Monday,Vegetables,lunch,188,160,49.0,overproduction,78,109,511
2026-05-19,Tuesday,Bread,breakfast,50,42,27.0,plate_waste,63,108,115
2026-05-19,Tuesday,Bread,dinner,69,65,27.0,plate_waste,63,108,211
2026-05-19,Tuesday,Bread,lunch,103,88,27.0,plate_waste,63,108,286
2026-05-19,Tuesday,Chicken,breakfast,102,89,40.0,overproduction,140,107,232
2026-05-19,Tuesday,Chicken,dinner,170,156,40.0,overproduction,140,107,439
2026-05-19,Tuesday,Chicken,lunch,194,181,40.0,overproduction,140,107,593
2026-05-19,Tuesday,Rice,breakfast,269,234,126.0,plate_waste,98,109,514
2026-05-19,Tuesday,Rice,dinner,357,331,126.0,plate_waste,98,109,904
2026-05-19,Tuesday,Rice,lunch,460,395,126.0,plate_waste,98,109,1134
2026-05-19,Tuesday,Spinach,breakfast,19,16,12.0,spoilage,53,109,50
2026-05-19,Tuesday,Spinach,dinner,53,50,12.0,spoilage,53,109,108
2026-05-19,Tuesday,Spinach,lunch,65,59,12.0,spoilage,53,109,152
2026-05-19,Tuesday,Vegetables,breakfast,71,65,31.0,overproduction,78,108,161
2026-05-19,Tuesday,Vegetables,dinner,135,124,31.0,overproduction,78,108,345
2026-05-19,Tuesday,Vegetables,lunch,169,155,31.0,overproduction,78,108,317
2026-05-20,Wednesday,Bread,breakfast,53,45,22.0,overproduction,63,107,117
2026-05-20,Wednesday,Bread,dinner,73,64,22.0,overproduction,63,107,190
2026-05-20,Wednesday,Bread,lunch,80,75,22.0,overproduction,63,107,185
2026-05-20,Wednesday,Chicken,breakfast,107,91,53.0,overproduction,140,106,250
2026-05-20,Wednesday,Chicken,dinner,160,145,53.0,overproduction,140,106,378
2026-05-20,Wednesday,Chicken,lunch,198,176,53.0,overproduction,140,106,520
2026-05-20,Wednesday,Rice,breakfast,246,223,120.0,overproduction,98,108,517
2026-05-20,Wednesday,Rice,dinner,441,369,120.0,overproduction,98,108,914
2026-05-20,Wednesday,Rice,lunch,490,465,120.0,overproduction,98,108,1375
2026-05-20,Wednesday,Spinach,breakfast,45,41,12.0,overproduction,53,108,118
2026-05-20,Wednesday,Spinach,dinner,36,31,12.0,overproduction,53,108,65
2026-05-20,Wednesday,Spinach,lunch,52,49,12.0,overproduction,53,108,121
2026-05-20,Wednesday,Vegetables,breakfast,78,73,45.0,overproduction,78,107,154
2026-05-20,Wednesday,Vegetables,dinner,177,151,45.0,overproduction,78,107,340
2026-05-20,Wednesday,Vegetables,lunch,149,135,45.0,overproduction,78,107,374
2026-05-21,Thursday,Bread,breakfast,48,44,21.0,damaged,63,106,126
2026-05-21,Thursday,Bread,dinner,89,78,21.0,damaged,63,106,161
2026-05-21,Thursday,Bread,lunch,102,96,21.0,damaged,63,106,307
2026-05-21,Thursday,Chicken,breakfast,97,84,54.0,overproduction,140,105,173
2026-05-21,Thursday,Chicken,dinner,174,147,54.0,overproduction,140,105,393
2026-05-21,Thursday,Chicken,lunch,184,170,54.0,overproduction,140,105,471
2026-05-21,Thursday,Rice,breakfast,232,200,121.0,overproduction,98,107,539
2026-05-21,Thursday,Rice,dinner,351,330,121.0,overproduction,98,107,757
2026-05-21,Thursday,Rice,lunch,500,432,121.0,overproduction,98,107,1313
2026-05-21,Thursday,Spinach,breakfast,50,44,26.0,overproduction,53,107,122
2026-05-21,Thursday,Spinach,dinner,65,57,26.0,overproduction,53,107,116
2026-05-21,Thursday,Spinach,lunch,77,65,26.0,overproduction,53,107,174
2026-05-21,Thursday,Vegetables,breakfast,88,76,60.0,overproduction,78,106,240
2026-05-21,Thursday,Vegetables,dinner,146,124,60.0,overproduction,78,106,297
2026-05-21,Thursday,Vegetables,lunch,170,144,60.0,overproduction,78,106,290
2026-05-22,Friday,Bread,breakfast,39,33,22.0,overproduction,63,105,66
2026-05-22,Friday,Bread,dinner,61,52,22.0,overproduction,63,105,131
2026-05-22,Friday,Bread,lunch,71,64,22.0,overproduction,63,105,162
2026-05-22,Friday,Chicken,breakfast,77,68,45.0,plate_waste,140,104,170
2026-05-22,Friday,Chicken,dinner,163,139,45.0,plate_waste,140,104,334
2026-05-22,Friday,Chicken,lunch,151,139,45.0,plate_waste,140,104,297
2026-05-22,Friday,Rice,breakfast,160,145,93.0,overproduction,98,106,442
2026-05-22,Friday,Rice,dinner,277,234,93.0,overproduction,98,106,730
2026-05-22,Friday,Rice,lunch,326,291,93.0,overproduction,98,106,936
2026-05-22,Friday,Spinach,breakfast,17,16,3.0,overproduction,53,106,33
2026-05-22,Friday,Spinach,dinner,24,22,3.0,overproduction,53,106,70
2026-05-22,Friday,Spinach,lunch,4,4,3.0,overproduction,53,106,9
2026-05-22,Friday,Vegetables,breakfast,47,43,11.0,overproduction,78,105,142
2026-05-22,Friday,Vegetables,dinner,47,45,11.0,overproduction,78,105,142
2026-05-22,Friday,Vegetables,lunch,99,94,11.0,overproduction,78,105,211
2026-05-23,Saturday,Bread,breakfast,41,35,14.0,overproduction,63,104,80
2026-05-23,Saturday,Bread,dinner,64,59,14.0,overproduction,63,104,129
2026-05-23,Saturday,Bread,lunch,57,54,14.0,overproduction,63,104,123
2026-05-23,Saturday,Chicken,breakfast,77,68,32.0,plate_waste,140,103,191
2026-05-23,Saturday,Chicken,dinner,112,104,32.0,plate_waste,140,103,327
2026-05-23,Saturday,Chicken,lunch,132,117,32.0,plate_waste,140,103,367
2026-05-23,Saturday,Rice,breakfast,201,171,69.0,overproduction,98,105,402
2026-05-23,Saturday,Rice,dinner,268,245,69.0,overproduction,98,105,663
2026-05-23,Saturday,Rice,lunch,325,309,69.0,overproduction,98,105,646
2026-05-23,Saturday,Spinach,breakfast,18,17,13.0,spoilage,53,105,46
2026-05-23,Saturday,Spinach,dinner,14,12,13.0,spoilage,53,105,34
2026-05-23,Saturday,Spinach,lunch,75,65,13.0,spoilage,53,105,143
2026-05-23,Saturday,Vegetables,breakfast,52,49,21.0,spoilage,78,104,161
2026-05-23,Saturday,Vegetables,dinner,85,80,21.0,spoilage,78,104,175
2026-05-23,Saturday,Vegetables,lunch,131,118,21.0,spoilage,78,104,295
2026-05-24,Sunday,Bread,breakfast,50,42,29.0,overproduction,63,103,99
2026-05-24,Sunday,Bread,dinner,82,78,29.0,overproduction,63,103,226
2026-05-24,Sunday,Bread,lunch,123,106,29.0,overproduction,63,103,227
2026-05-24,Sunday,Chicken,breakfast,103,87,77.0,damaged,140,102,180
2026-05-24,Sunday,Chicken,dinner,181,157,77.0,damaged,140,102,462
2026-05-24,Sunday,Chicken,lunch,241,204,77.0,damaged,140,102,423
2026-05-24,Sunday,Rice,breakfast,231,197,136.0,overproduction,98,104,399
2026-05-24,Sunday,Rice,dinner,390,336,136.0,overproduction,98,104,873
2026-05-24,Sunday,Rice,lunch,489,441,136.0,overproduction,98,104,1228
2026-05-24,Sunday,Spinach,breakfast,13,12,15.0,overproduction,53,104,36
2026-05-24,Sunday,Spinach,dinner,74,69,15.0,overproduction,53,104,163
2026-05-24,Sunday,Spinach,lunch,91,82,15.0,overproduction,53,104,220
2026-05-24,Sunday,Vegetables,breakfast,102,89,34.0,overproduction,78,103,195
2026-05-24,Sunday,Vegetables,dinner,129,118,34.0,overproduction,78,103,330
2026-05-24,Sunday,Vegetables,lunch,173,163,34.0,overproduction,78,103,531
2026-05-25,Monday,Bread,breakfast,45,40,21.0,spoilage,63,102,91
2026-05-25,Monday,Bread,dinner,95,86,21.0,spoilage,63,102,185
2026-05-25,Monday,Bread,lunch,91,84,21.0,spoilage,63,102,204
2026-05-25,Monday,Chicken,breakfast,102,90,48.0,spoilage,140,101,270
2026-05-25,Monday,Chicken,dinner,188,161,48.0,spoilage,140,101,336
2026-05-25,Monday,Chicken,lunch,185,176,48.0,spoilage,140,101,374
2026-05-25,Monday,Rice,breakfast,212,190,153.0,damaged,98,103,426
2026-05-25,Monday,Rice,dinner,415,351,153.0,damaged,98,103,964
2026-05-25,Monday,Rice,lunch,451,384,153.0,damaged,98,103,890
2026-05-25,Monday,Spinach,breakfast,21,18,14.0,overproduction,53,103,38
2026-05-25,Monday,Spinach,dinner,37,33,14.0,overproduction,53,103,105
2026-05-25,Monday,Spinach,lunch,66,59,14.0,overproduction,53,103,144
2026-05-25,Monday,Vegetables,breakfast,76,67,46.0,spoilage,78,102,184
2026-05-25,Monday,Vegetables,dinner,149,136,46.0,spoilage,78,102,287
2026-05-25,Monday,Vegetables,lunch,175,151,46.0,spoilage,78,102,334
2026-05-26,Tuesday,Bread,breakfast,44,40,21.0,plate_waste,63,101,83
2026-05-26,Tuesday,Bread,dinner,85,76,21.0,plate_waste,63,101,191
2026-05-26,Tuesday,Bread,lunch,83,75,21.0,plate_waste,63,101,183
2026-05-26,Tuesday,Chicken,breakfast,97,85,57.0,overproduction,140,100,179
2026-05-26,Tuesday,Chicken,dinner,196,165,57.0,overproduction,140,100,462
2026-05-26,Tuesday,Chicken,lunch,222,208,57.0,overproduction,140,100,419
2026-05-26,Tuesday,Rice,breakfast,261,222,176.0,overproduction,98,102,556
2026-05-26,Tuesday,Rice,dinner,415,354,176.0,overproduction,98,102,752
2026-05-26,Tuesday,Rice,lunch,519,443,176.0,overproduction,98,102,921
2026-05-26,Tuesday,Spinach,breakfast,43,40,19.0,spoilage,53,102,125
2026-05-26,Tuesday,Spinach,dinner,58,50,19.0,spoilage,53,102,111
2026-05-26,Tuesday,Spinach,lunch,85,77,19.0,spoilage,53,102,193
2026-05-26,Tuesday,Vegetables,breakfast,81,70,43.0,overproduction,78,101,145
2026-05-26,Tuesday,Vegetables,dinner,120,108,43.0,overproduction,78,101,324
2026-05-26,Tuesday,Vegetables,lunch,210,190,43.0,overproduction,78,101,617
2026-05-27,Wednesday,Bread,breakfast,46,42,20.0,overproduction,63,100,112
2026-05-27,Wednesday,Bread,dinner,71,62,20.0,overproduction,63,100,199
2026-05-27,Wednesday,Bread,lunch,87,80,20.0,overproduction,63,100,248
2026-05-27,Wednesday,Chicken,breakfast,113,95,69.0,damaged,140,99,241
2026-05-27,Wednesday,Chicken,dinner,147,130,69.0,damaged,140,99,301
2026-05-27,Wednesday,Chicken,lunch,233,199,69.0,damaged,140,99,411
2026-05-27,Wednesday,Rice,breakfast,220,188,133.0,spoilage,98,101,426
2026-05-27,Wednesday,Rice,dinner,386,361,133.0,spoilage,98,101,799
2026-05-27,Wednesday,Rice,lunch,508,432,133.0,spoilage,98,101,1071
2026-05-27,Wednesday,Spinach,breakfast,10,9,10.0,overproduction,53,101,25
2026-05-27,Wednesday,Spinach,dinner,42,39,10.0,overproduction,53,101,84
2026-05-27,Wednesday,Spinach,lunch,81,75,10.0,overproduction,53,101,174
2026-05-27,Wednesday,Vegetables,breakfast,80,70,32.0,plate_waste,78,100,174
2026-05-27,Wednesday,Vegetables,dinner,164,153,32.0,plate_waste,78,100,337
2026-05-27,Wednesday,Vegetables,lunch,160,149,32.0,plate_waste,78,100,351
2026-05-28,Thursday,Bread,breakfast,59,49,33.0,plate_waste,63,99,113
2026-05-28,Thursday,Bread,dinner,92,82,33.0,plate_waste,63,99,218
2026-05-28,Thursday,Bread,lunch,107,94,33.0,plate_waste,63,99,230
2026-05-28,Thursday,Chicken,breakfast,97,91,58.0,overproduction,140,98,186
2026-05-28,Thursday,Chicken,dinner,164,141,58.0,overproduction,140,98,295
2026-05-28,Thursday,Chicken,lunch,215,186,58.0,overproduction,140,98,577
2026-05-28,Thursday,Rice,breakfast,236,222,123.0,overproduction,98,100,724
2026-05-28,Thursday,Rice,dinner,352,307,123.0,overproduction,98,100,649
2026-05-28,Thursday,Rice,lunch,500,436,123.0,overproduction,98,100,997
2026-05-28,Thursday,Spinach,breakfast,45,41,25.0,overproduction,53,100,90
2026-05-28,Thursday,Spinach,dinner,68,58,25.0,overproduction,53,100,164
2026-05-28,Thursday,Spinach,lunch,81,70,25.0,overproduction,53,100,154
2026-05-28,Thursday,Vegetables,breakfast,79,68,35.0,plate_waste,78,99,192
2026-05-28,Thursday,Vegetables,dinner,136,124,35.0,plate_waste,78,99,323
2026-05-28,Thursday,Vegetables,lunch,140,128,35.0,plate_waste,78,99,339
2026-05-29,Friday,Bread,breakfast,34,31,14.0,overproduction,63,98,95
2026-05-29,Friday,Bread,dinner,52,48,14.0,overproduction,63,98,134
2026-05-29,Friday,Bread,lunch,71,64,14.0,overproduction,63,98,186
2026-05-29,Friday,Chicken,breakfast,64,59,46.0,overproduction,140,97,140
2026-05-29,Friday,Chicken,dinner,122,107,46.0,overproduction,140,97,344
2026-05-29,Friday,Chicken,lunch,161,135,46.0,overproduction,140,97,427
2026-05-29,Friday,Rice,breakfast,194,168,84.0,overproduction,98,99,342
2026-05-29,Friday,Rice,dinner,254,215,84.0,overproduction,98,99,552
2026-05-29,Friday,Rice,lunch,340,321,84.0,overproduction,98,99,848
2026-05-29,Friday,Spinach,breakfast,21,19,9.0,overproduction,53,99,38
2026-05-29,Friday,Spinach,dinner,0,0,9.0,overproduction,53,99,0
2026-05-29,Friday,Spinach,lunch,45,38,9.0,overproduction,53,99,77
2026-05-29,Friday,Vegetables,breakfast,45,41,37.0,overproduction,78,98,86
2026-05-29,Friday,Vegetables,dinner,105,94,37.0,overproduction,78,98,199
2026-05-29,Friday,Vegetables,lunch,135,113,37.0,overproduction,78,98,330
2026-05-30,Saturday,Bread,breakfast,36,31,24.0,damaged,63,97,94
2026-05-30,Saturday,Bread,dinner,74,68,24.0,damaged,63,97,168
2026-05-30,Saturday,Bread,lunch,93,80,24.0,damaged,63,97,184
2026-05-30,Saturday,Chicken,breakfast,67,63,36.0,overproduction,140,96,139
2026-05-30,Saturday,Chicken,dinner,118,101,36.0,overproduction,140,96,290
2026-05-30,Saturday,Chicken,lunch,142,127,36.0,overproduction,140,96,413
2026-05-30,Saturday,Rice,breakfast,176,150,105.0,overproduction,98,98,411
2026-05-30,Saturday,Rice,dinner,291,260,105.0,overproduction,98,98,529
2026-05-30,Saturday,Rice,lunch,351,303,105.0,overproduction,98,98,984
2026-05-30,Saturday,Spinach,breakfast,11,10,8.0,overproduction,53,98,29
2026-05-30,Saturday,Spinach,dinner,46,44,8.0,overproduction,53,98,93
2026-05-30,Saturday,Spinach,lunch,60,55,8.0,overproduction,53,98,175
2026-05-30,Saturday,Vegetables,breakfast,45,40,32.0,plate_waste,78,97,104
2026-05-30,Saturday,Vegetables,dinner,107,90,32.0,plate_waste,78,97,198
2026-05-30,Saturday,Vegetables,lunch,119,109,32.0,plate_waste,78,97,322
2026-05-31,Sunday,Bread,breakfast,53,45,34.0,overproduction,63,96,139
2026-05-31,Sunday,Bread,dinner,97,83,34.0,overproduction,63,96,175
2026-05-31,Sunday,Bread,lunch,91,79,34.0,overproduction,63,96,232
2026-05-31,Sunday,Chicken,breakfast,99,87,36.0,damaged,140,95,276
2026-05-31,Sunday,Chicken,dinner,138,130,36.0,damaged,140,95,383
2026-05-31,Sunday,Chicken,lunch,171,155,36.0,damaged,140,95,359
2026-05-31,Sunday,Rice,breakfast,223,209,113.0,overproduction,98,97,430
2026-05-31,Sunday,Rice,dinner,390,339,113.0,overproduction,98,97,1124
2026-05-31,Sunday,Rice,lunch,476,428,113.0,overproduction,98,97,972
2026-05-31,Sunday,Spinach,breakfast,26,23,9.0,overproduction,53,97,54
2026-05-31,Sunday,Spinach,dinner,18,15,9.0,overproduction,53,97,41
2026-05-31,Sunday,Spinach,lunch,55,52,9.0,overproduction,53,97,146
2026-05-31,Sunday,Vegetables,breakfast,72,68,24.0,damaged,78,96,136
2026-05-31,Sunday,Vegetables,dinner,127,120,24.0,damaged,78,96,278
2026-05-31,Sunday,Vegetables,lunch,142,129,24.0,damaged,78,96,405
2026-06-01,Monday,Bread,breakfast,47,44,27.0,overproduction,63,95,92
2026-06-01,Monday,Bread,dinner,68,61,27.0,overproduction,63,95,143
2026-06-01,Monday,Bread,lunch,114,97,27.0,overproduction,63,95,318
2026-06-01,Monday,Chicken,breakfast,106,99,56.0,damaged,140,94,247
2026-06-01,Monday,Chicken,dinner,146,135,56.0,damaged,140,94,271
2026-06-01,Monday,Chicken,lunch,233,195,56.0,damaged,140,94,601
2026-06-01,Monday,Rice,breakfast,233,205,143.0,spoilage,98,96,591
2026-06-01,Monday,Rice,dinner,387,326,143.0,spoilage,98,96,907
2026-06-01,Monday,Rice,lunch,471,417,143.0,spoilage,98,96,921
2026-06-01,Monday,Spinach,breakfast,23,21,14.0,overproduction,53,96,46
2026-06-01,Monday,Spinach,dinner,41,36,14.0,overproduction,53,96,77
2026-06-01,Monday,Spinach,lunch,85,78,14.0,overproduction,53,96,179
2026-06-01,Monday,Vegetables,breakfast,57,53,40.0,plate_waste,78,95,143
2026-06-01,Monday,Vegetables,dinner,139,120,40.0,plate_waste,78,95,277
2026-06-01,Monday,Vegetables,lunch,162,145,40.0,plate_waste,78,95,358
2026-06-02,Tuesday,Bread,breakfast,62,53,26.0,overproduction,63,94,109
2026-06-02,Tuesday,Bread,dinner,106,101,26.0,overproduction,63,94,295
2026-06-02,Tuesday,Bread,lunch,110,98,26.0,overproduction,63,94,325
2026-06-02,Tuesday,Chicken,breakfast,113,96,52.0,plate_waste,140,93,293
2026-06-02,Tuesday,Chicken,dinner,173,159,52.0,plate_waste,140,93,503
2026-06-02,Tuesday,Chicken,lunch,195,174,52.0,plate_waste,140,93,468
2026-06-02,Tuesday,Rice,breakfast,249,208,160.0,damaged,98,95,529
2026-06-02,Tuesday,Rice,dinner,413,350,160.0,damaged,98,95,744
2026-06-02,Tuesday,Rice,lunch,428,372,160.0,damaged,98,95,1025
2026-06-02,Tuesday,Spinach,breakfast,39,35,15.0,damaged,53,95,79
2026-06-02,Tuesday,Spinach,dinner,49,42,15.0,damaged,53,95,137
2026-06-02,Tuesday,Spinach,lunch,63,59,15.0,damaged,53,95,150
2026-06-02,Tuesday,Vegetables,breakfast,79,70,39.0,preparation,78,94,215
2026-06-02,Tuesday,Vegetables,dinner,103,97,39.0,preparation,78,94,207
2026-06-02,Tuesday,Vegetables,lunch,177,153,39.0,preparation,78,94,360
2026-06-03,Wednesday,Bread,breakfast,57,50,36.0,damaged,63,93,130
2026-06-03,Wednesday,Bread,dinner,79,70,36.0,damaged,63,93,159
2026-06-03,Wednesday,Bread,lunch,122,102,36.0,damaged,63,93,232
2026-06-03,Wednesday,Chicken,breakfast,95,84,56.0,overproduction,140,92,250
2026-06-03,Wednesday,Chicken,dinner,159,136,56.0,overproduction,140,92,324
2026-06-03,Wednesday,Chicken,lunch,191,169,56.0,overproduction,140,92,552
2026-06-03,Wednesday,Rice,breakfast,264,227,133.0,overproduction,98,94,526
2026-06-03,Wednesday,Rice,dinner,404,367,133.0,overproduction,98,94,922
2026-06-03,Wednesday,Rice,lunch,482,423,133.0,overproduction,98,94,910
2026-06-03,Wednesday,Spinach,breakfast,47,43,17.0,overproduction,53,94,120
2026-06-03,Wednesday,Spinach,dinner,33,29,17.0,overproduction,53,94,71
2026-06-03,Wednesday,Spinach,lunch,56,47,17.0,overproduction,53,94,153
2026-06-03,Wednesday,Vegetables,breakfast,91,76,55.0,overproduction,78,93,169
2026-06-03,Wednesday,Vegetables,dinner,130,117,55.0,overproduction,78,93,325
2026-06-03,Wednesday,Vegetables,lunch,188,161,55.0,overproduction,78,93,322
2026-06-04,Thursday,Bread,breakfast,53,45,32.0,overproduction,63,92,116
2026-06-04,Thursday,Bread,dinner,78,69,32.0,overproduction,63,92,225
2026-06-04,Thursday,Bread,lunch,101,86,32.0,overproduction,63,92,238
2026-06-04,Thursday,Chicken,breakfast,121,103,59.0,overproduction,140,91,298
2026-06-04,Thursday,Chicken,dinner,153,140,59.0,overproduction,140,91,348
2026-06-04,Thursday,Chicken,lunch,213,185,59.0,overproduction,140,91,435
2026-06-04,Thursday,Rice,breakfast,242,212,166.0,overproduction,98,93,428
2026-06-04,Thursday,Rice,dinner,419,368,166.0,overproduction,98,93,793
2026-06-04,Thursday,Rice,lunch,500,415,166.0,overproduction,98,93,1176
2026-06-04,Thursday,Spinach,breakfast,27,24,14.0,spoilage,53,93,49
2026-06-04,Thursday,Spinach,dinner,71,65,14.0,spoilage,53,93,207
2026-06-04,Thursday,Spinach,lunch,46,41,14.0,spoilage,53,93,96
2026-06-04,Thursday,Vegetables,breakfast,89,77,29.0,overproduction,78,92,205
2026-06-04,Thursday,Vegetables,dinner,147,139,29.0,overproduction,78,92,349
2026-06-04,Thursday,Vegetables,lunch,153,144,29.0,overproduction,78,92,466
2026-06-05,Friday,Bread,breakfast,43,36,18.0,overproduction,63,91,107
2026-06-05,Friday,Bread,dinner,52,48,18.0,overproduction,63,91,110
2026-06-05,Friday,Bread,lunch,67,60,18.0,overproduction,63,91,165
2026-06-05,Friday,Chicken,breakfast,79,72,43.0,plate_waste,140,90,236
2026-06-05,Friday,Chicken,dinner,141,122,43.0,plate_waste,140,90,289
2026-06-05,Friday,Chicken,lunch,145,128,43.0,plate_waste,140,90,314
2026-06-05,Friday,Rice,breakfast,177,153,100.0,damaged,98,92,322
2026-06-05,Friday,Rice,dinner,285,266,100.0,damaged,98,92,614
2026-06-05,Friday,Rice,lunch,379,322,100.0,damaged,98,92,887
2026-06-05,Friday,Spinach,breakfast,19,16,12.0,damaged,53,92,34
2026-06-05,Friday,Spinach,dinner,34,31,12.0,damaged,53,92,68
2026-06-05,Friday,Spinach,lunch,61,55,12.0,damaged,53,92,133
2026-06-05,Friday,Vegetables,breakfast,47,43,19.0,overproduction,78,91,110
2026-06-05,Friday,Vegetables,dinner,92,87,19.0,overproduction,78,91,187
2026-06-05,Friday,Vegetables,lunch,110,100,19.0,overproduction,78,91,256
2026-06-06,Saturday,Bread,breakfast,38,35,17.0,overproduction,63,90,109
2026-06-06,Saturday,Bread,dinner,66,57,17.0,overproduction,63,90,131
2026-06-06,Saturday,Bread,lunch,46,41,17.0,overproduction,63,90,99
2026-06-06,Saturday,Chicken,breakfast,63,60,39.0,spoilage,140,89,159
2026-06-06,Saturday,Chicken,dinner,103,87,39.0,spoilage,140,89,181
2026-06-06,Saturday,Chicken,lunch,151,131,39.0,spoilage,140,89,345
2026-06-06,Saturday,Rice,breakfast,148,140,85.0,overproduction,98,91,388
2026-06-06,Saturday,Rice,dinner,283,237,85.0,overproduction,98,91,559
2026-06-06,Saturday,Rice,lunch,356,325,85.0,overproduction,98,91,851
2026-06-06,Saturday,Spinach,breakfast,28,25,13.0,overproduction,53,91,73
2026-06-06,Saturday,Spinach,dinner,64,57,13.0,overproduction,53,91,124
2026-06-06,Saturday,Spinach,lunch,40,37,13.0,overproduction,53,91,118
2026-06-06,Saturday,Vegetables,breakfast,86,72,28.0,plate_waste,78,90,190
2026-06-06,Saturday,Vegetables,dinner,68,62,28.0,plate_waste,78,90,174
2026-06-06,Saturday,Vegetables,lunch,112,104,28.0,plate_waste,78,90,230
2026-06-07,Sunday,Bread,breakfast,63,53,29.0,overproduction,63,89,110
2026-06-07,Sunday,Bread,dinner,77,66,29.0,overproduction,63,89,159
2026-06-07,Sunday,Bread,lunch,93,85,29.0,overproduction,63,89,171
2026-06-07,Sunday,Chicken,breakfast,100,85,38.0,plate_waste,140,88,280
2026-06-07,Sunday,Chicken,dinner,135,123,38.0,plate_waste,140,88,324
2026-06-07,Sunday,Chicken,lunch,216,205,38.0,plate_waste,140,88,467
2026-06-07,Sunday,Rice,breakfast,220,202,103.0,overproduction,98,90,463
2026-06-07,Sunday,Rice,dinner,427,401,103.0,overproduction,98,90,1067
2026-06-07,Sunday,Rice,lunch,471,412,103.0,overproduction,98,90,1078
2026-06-07,Sunday,Spinach,breakfast,39,37,15.0,overproduction,53,90,116
2026-06-07,Sunday,Spinach,dinner,48,46,15.0,overproduction,53,90,142
2026-06-07,Sunday,Spinach,lunch,78,67,15.0,overproduction,53,90,163
2026-06-07,Sunday,Vegetables,breakfast,108,91,38.0,overproduction,78,89,210
2026-06-07,Sunday,Vegetables,dinner,129,118,38.0,overproduction,78,89,271
2026-06-07,Sunday,Vegetables,lunch,150,140,38.0,overproduction,78,89,408
2026-06-08,Monday,Bread,breakfast,43,37,32.0,damaged,63,88,95
2026-06-08,Monday,Bread,dinner,94,81,32.0,damaged,63,88,194
2026-06-08,Monday,Bread,lunch,77,64,32.0,damaged,63,88,145
2026-06-08,Monday,Chicken,breakfast,104,95,77.0,damaged,140,87,254
2026-06-08,Monday,Chicken,dinner,180,150,77.0,damaged,140,87,381
